Category,Brand,Ordered_total,Orders_total_dynamics,Products_ordered,Average_price,Average_price_dynamics,Number_of_sellers,Number_of_clusters,Redeemed_orders_share,Share_in_category
Care_Cosmetics,ARAVIA Laboratories,767929624,0.78,1526005,503,-0.16,74,31,0.967,0.015
Care_Cosmetics,Sesderma,704516717,0.38,164847,4274,0.03,119,30,0.925,0.013
Care_Cosmetics,Icon Skin,688749284,1.15,483827,1424,0.2,17,30,0.952,0.013
Care_Cosmetics,d'Alba,670677096,1.01,250354,2679,0.07,46,32,0.941,0.013
Care_Cosmetics,ART&FACT.,659874573,0.23,881203,749,0.09,16,31,0.956,0.013
Care_Cosmetics,VICHY,649216116,0.2,371522,1747,0.04,71,31,0.909,0.012
Care_Cosmetics,Librederm,578011567,0.15,714791,809,0.26,129,30,0.954,0.011
Care_Cosmetics,celimax,564153825,8.68,275922,2045,0.28,395,31,0.926,0.011
Care_Cosmetics,vois,481333675,166.74,713699,674,0.78,24,29,0.96,0.009
Care_Cosmetics,LIMONI,453887651,0.65,296452,1531,0.01,4,30,0.956,0.009
Care_Cosmetics,Nivea,438700965,0.21,1368670,321,-0.06,138,29,0.8809999999999999,0.008
Care_Cosmetics,Holy Land,392710056,0.4,126776,3098,0.11,70,30,0.932,0.008
Care_Cosmetics,L'Oreal Paris,381850585,0.88,391074,976,0.38,131,31,0.952,0.0069999999999999
Care_Cosmetics,Natura Siberica,361948010,0.36,894239,405,0.11,228,31,0.947,0.0069999999999999
Care_Cosmetics,Avene,347924695,-0.07,197368,1763,0.08,478,30,0.914,0.0069999999999999
Care_Cosmetics,RICHE,347516775,0.2,565941,614,0.21,13,31,0.959,0.0069999999999999
Care_Cosmetics,Черный жемчуг,341786920,0.74,1190038,287,0.08,209,30,0.938,0.0069999999999999
Care_Cosmetics,Semily,339154475,4.84,576318,588,0.11,15,30,0.956,0.006
Care_Cosmetics,Uriage,317681391,0.29,175792,1807,0.08,284,31,0.923,0.006
Care_Cosmetics,Round Lab,304338107,2.39,162433,1874,0.01,374,31,0.935,0.006
Care_Cosmetics,Garnier,300242694,0.64,421588,712,0.2,419,30,0.936,0.006
Care_Cosmetics,MESOMATRIX,291902017,1.2,156276,1868,0.32,20,30,0.954,0.006
Care_Cosmetics,Likato Professional,269279867,0.02,540487,498,0.06,33,32,0.952,0.005
Care_Cosmetics,Eucerin,251226515,1.13,202760,1239,-0.01,232,29,0.941,0.005
Care_Cosmetics,Clarins,248341810,0.5,74293,3343,0.01,16,30,0.908,0.005
Care_Cosmetics,Gehwol,246127006,0.51,118724,2073,0.12,190,30,0.943,0.005
Care_Cosmetics,EpilProfi,234894782,-0.01,535227,439,-0.06,46,30,0.953,0.004
Care_Cosmetics,Skinphoria,232084320,0.87,479532,484,0.32,14,31,0.959,0.004
Care_Cosmetics,ZO Skin Health,219843386,-0.06,27689,7940,0.12,267,30,0.889,0.004
Care_Cosmetics,Christina,218673571,0.22,57751,3786,0.09,40,30,0.924,0.004
Care_Cosmetics,Synergetic,212925762,0.33,381380,558,0.34,76,29,0.95,0.004
Care_Cosmetics,The Ordinary,208414512,1.5,114382,1822,0.26,235,31,0.907,0.004
Care_Cosmetics,Topicrem,205904002,0.56,96310,2138,0.09,144,30,0.93,0.004
Care_Cosmetics,ЛИПОБЕЙЗ,196103790,2.28,271678,722,0.1,74,31,0.965,0.004
Care_Cosmetics,ma:nyo,187928214,0.44,66923,2808,0.01,59,30,0.939,0.004
Care_Cosmetics,SADOER,182632238,1.91,343014,532,0.32,470,30,0.956,0.003
Care_Cosmetics,DLYA DA KOJI,180319788,0.9,101080,1784,0.26,38,29,0.921,0.003
Care_Cosmetics,CeraVe,180060120,0.62,121307,1484,-0.09,391,31,0.907,0.003
Care_Cosmetics,Holika Holika,174456309,0.35,186965,933,0.21,77,30,0.959,0.003
Care_Cosmetics,Чистая Линия,171200661,0.76,1128545,152,-0.07,272,31,0.865,0.003
Care_Cosmetics,The U,164920154,5.43,167193,986,0.32,25,30,0.952,0.003
Care_Cosmetics,Don't touch my,160354196,0.0,64555,2484,0.0,4,29,0.947,0.003
Care_Cosmetics,FarmStay,153005873,-0.02,243235,629,0.19,267,30,0.952,0.003
Care_Cosmetics,Levrana,152586937,0.06,236877,644,0.21,32,29,0.963,0.003
Care_Cosmetics,Skin1004,152472540,1.55,86609,1760,0.05,407,31,0.919,0.003
Care_Cosmetics,PUSY,152127254,0.19,141119,1078,0.28,4,29,0.933,0.003
Care_Cosmetics,GIGI,143314766,0.1,36638,3912,0.17,53,28,0.909,0.003
Care_Cosmetics,Yves Rocher France,142867240,0.33,153231,932,0.18,19,29,0.948,0.003
Care_Cosmetics,CLEANPLUS,142183287,6.13,136904,1039,0.09,3,30,0.956,0.003
Care_Cosmetics,SmoRodina,141989199,2.15,74759,1899,0.42,28,29,0.95,0.003
Care_Cosmetics,To My Skin,140812970,5.38,134465,1047,0.43,10,29,0.952,0.003
Care_Cosmetics,Eveline Cosmetics,133018028,0.03,351201,379,0.3,116,31,0.953,0.003
Care_Cosmetics,Ecolatier,130711904,1.12,274382,476,0.19,53,29,0.942,0.003
Care_Cosmetics,Sammy Beauty,129914538,0.08,143099,908,-0.45,20,30,0.927,0.002
